,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,deck,num,side,Group,Surname
100,0.4257088962884367,1,0.4667912678743399,0.4493254979762847,0,0,0,0,0,0,0,0.5210251433945562,0.6335755373902513,0.5560381449673801,0.5036330608537694,0.2148047229791099
105,0.6597990639551098,0,0.4667912678743399,0.42236536952285214,0,1,1,0,1,1,1,0.7289405931015163,0.6253027550711474,0.44987848959560206,0.8345443536179231,0.8759082652134423
106,0.6597990639551098,1,0.4667912678743399,0.5898234614604552,0,0,0,0,0,0,1,0.7289405931015163,0.6253027550711474,0.44987848959560206,0.8345443536179231,0.8759082652134423
107,0.6597990639551098,1,0.4667912678743399,0.4527979614491876,0,0,0,0,0,0,1,0.35892344014744704,0.3503633060853769,0.5560381449673801,0.5036330608537694,0.8759082652134423
108,0.6597990639551098,0,0.6225167848443564,0.550909034929725,1,0,1,1,1,1,1,0.7289405931015163,0.7310486969887514,0.5560381449673801,0.5036330608537694,0.8345443536179231
109,0.4257088962884367,0,0.4667912678743399,0.5477920505168461,0,0,0,1,0,0,1,0.4354406098749901,0.4335755373902513,0.44987848959560206,0.5036330608537694,0.37590826521344234
110,0.4257088962884367,0,0.4667912678743399,0.4725181653042689,0,1,1,1,1,1,0,0.5210251433945562,0.3753027550711474,0.5560381449673801,0.5036330608537694,0.2506055101422949
112,0.6597990639551098,0,0.4667912678743399,0.44567850044096935,0,1,1,0,1,1,1,0.42267635482894333,0.30072661217075386,0.44987848959560206,0.5036330608537694,0.8345443536179231
114,0.6597990639551098,1,0.4667912678743399,0.5183819546867319,0,0,0,0,0,0,1,0.4879982358694893,0.42335638929644376,0.44987848959560206,0.5036330608537694,0.6259082652134423
116,0.4257088962884367,0,0.4667912678743399,0.4527979614491876,0,0,0,0,1,1,0,0.5210251433945562,0.5669088707235846,0.5560381449673801,0.5036330608537694,0.35766186583625276
117,0.4257088962884367,0,0.4667912678743399,0.48634231664396005,0,1,1,1,0,1,0,0.4354406098749901,0.4586360884044807,0.44987848959560206,0.5036330608537694,0.10072661217075388
118,0.515719030015244,1,0.4667912678743399,0.5003302782594335,0,0,0,0,0,0,1,0.4354406098749901,0.4586360884044807,0.5560381449673801,0.5036330608537694,0.8759082652134423
119,0.515719030015244,0,0.4667912678743399,0.49635024309451303,0,1,0,1,0,1,0,0.35892344014744704,0.5629541326067211,0.5560381449673801,0.5036330608537694,0.37590826521344234
120,0.515719030015244,0,0.4667912678743399,0.5834544353617923,1,1,1,1,1,1,0,0.42267635482894333,0.700242204056918,0.5560381449673801,0.16787768695125646,0.16787768695125646
121,0.515719030015244,0,0.4667912678743399,0.4589538775459421,0,1,1,0,0,0,0,0.35892344014744704,0.4094211873503426,0.5560381449673801,0.16787768695125646,0.16787768695125646
123,0.515719030015244,1,0.4667912678743399,0.4712550135436008,0,0,0,0,0,0,1,0.4354406098749901,0.34643331237336683,0.5560381449673801,0.5012110202845897,0.6259082652134423
124,0.515719030015244,0,0.4667912678743399,0.46644502284219236,0,1,0,0,0,0,0,0.42267635482894333,0.6253027550711474,0.5560381449673801,0.5012110202845897,0.6259082652134423
125,0.4257088962884367,0,0.4667912678743399,0.4712550135436008,0,0,1,1,0,0,1,0.5210251433945562,0.18795413260672117,0.44987848959560206,0.5036330608537694,0.7007266121707538
127,0.4257088962884367,1,0.4667912678743399,0.5183819546867319,0,0,0,0,0,0,1,0.5210251433945562,0.5939770663033606,0.44987848959560206,0.5036330608537694,0.6259082652134423
129,0.6597990639551098,1,0.6225167848443564,0.49635024309451303,0,0,0,0,0,0,1,0.6794279473824043,0.3503633060853769,0.5560381449673801,0.5036330608537694,0.9379541326067211
130,0.4257088962884367,1,0.4667912678743399,0.44337356664396005,0,0,0,0,0,0,1,0.5210251433945562,0.6335755373902513,0.44987848959560206,0.5012110202845897,0.41727217680896156
131,0.4257088962884367,0,0.4667912678743399,0.507160157432637,0,1,0,0,0,1,0,0.4354406098749901,0.34643331237336683,0.44987848959560206,0.5012110202845897,0.16787768695125646
133,0.4257088962884367,0,0.4667912678743399,0.4636098692274455,0,0,1,1,0,0,1,0.4354406098749901,0.3892925623170855,0.5560381449673801,0.5036330608537694,0.9007266121707538
134,0.4257088962884367,0,0.4667912678743399,0.41675316811556595,0,0,0,0,0,0,0,0.5210251433945562,0.607402361489555,0.5560381449673801,0.5036330608537694,0.2781814512059744
135,0.4257088962884367,1,0.4667912678743399,0.5492398862435045,0,0,0,0,0,0,1,0.5210251433945562,0.8337370067615298,0.5560381449673801,0.5036330608537694,0.3892925623170855
136,0.515719030015244,0,0.4667912678743399,0.42236536952285214,0,1,0,1,0,1,0,0.4354406098749901,0.3892925623170855,0.44987848959560206,0.5036330608537694,0.5036330608537694
138,0.4257088962884367,1,0.6225167848443564,0.3992808437377147,0,0,0,0,0,0,0,0.5210251433945562,0.3753027550711474,0.44987848959560206,0.5036330608537694,0.2506055101422949
140,0.4257088962884367,0,0.4667912678743399,0.44895163004618627,0,1,0,0,0,1,0,0.5210251433945562,0.3185120964412518,0.44987848959560206,0.5036330608537694,0.5036330608537694
141,0.6597990639551098,1,0.4667912678743399,0.507160157432637,0,0,0,0,0,0,1,0.7289405931015163,0.4094211873503426,0.44987848959560206,0.8345443536179231,0.7506055101422948
142,0.6597990639551098,1,0.4667912678743399,0.5769541287252459,0,0,0,0,0,0,1,0.7289405931015163,0.4094211873503426,0.44987848959560206,0.8345443536179231,0.7506055101422948
144,0.4257088962884367,1,0.505614796571881,0.5769541287252459,0,0,0,0,0,0,0,0.5210251433945562,0.5004036734281966,0.5560381449673801,0.5036330608537694,0.37590826521344234
146,0.515719030015244,1,0.4667912678743399,0.5183819546867319,0,0,0,0,0,0,1,0.4354406098749901,0.3669088707235846,0.5560381449673801,0.5012110202845897,0.5007266121707539
147,0.515719030015244,0,0.4667912678743399,0.4725181653042689,0,1,0,1,1,1,0,0.4354406098749901,0.3669088707235846,0.5560381449673801,0.5012110202845897,0.5007266121707539
148,0.4257088962884367,1,0.4667912678743399,0.4150564252343384,0,0,0,0,0,0,0,0.5210251433945562,0.4335755373902513,0.44987848959560206,0.5036330608537694,0.5012110202845897
149,0.4257088962884367,0,0.4667912678743399,0.44337356664396005,0,0,0,0,1,1,0,0.35892344014744704,0.5003302782594335,0.5560381449673801,0.5036330608537694,0.5007266121707539
150,0.4257088962884367,1,0.505614796571881,0.4712550135436008,0,0,0,0,0,0,1,0.5210251433945562,0.5629541326067211,0.5560381449673801,0.5036330608537694,0.7007266121707538
151,0.4257088962884367,1,0.4667912678743399,0.4281477066303361,0,0,0,0,0,0,1,0.5210251433945562,0.5912393691685245,0.44987848959560206,0.5036330608537694,0.30072661217075386
153,0.4257088962884367,0,0.6225167848443564,0.46273523272304284,0,1,0,1,1,1,0,0.4354406098749901,0.4503633060853769,0.44987848959560206,0.5036330608537694,0.5839388434756282
154,0.6597990639551098,0,0.4667912678743399,0.3992808437377147,0,0,1,1,1,1,0,0.7289405931015163,0.43795413260672117,0.5560381449673801,0.5036330608537694,0.7007266121707538
155,0.515719030015244,0,0.4667912678743399,0.3992808437377147,0,1,0,1,1,1,0,0.42267635482894333,0.3503633060853769,0.5560381449673801,0.5036330608537694,0.5839388434756282
156,0.4257088962884367,0,0.4667912678743399,0.4712550135436008,0,1,1,1,1,1,1,0.5210251433945562,0.8337370067615298,0.44987848959560206,0.6259082652134423,0.5004036734281966
157,0.4257088962884367,0,0.4667912678743399,0.8262669011408069,0,0,0,0,0,0,0,0.5210251433945562,0.8337370067615298,0.44987848959560206,0.6259082652134423,0.5004036734281966
158,0.4257088962884367,0,0.4667912678743399,0.7698989374738694,0,0,0,0,0,0,1,0.5210251433945562,0.8337370067615298,0.44987848959560206,0.6259082652134423,0.5004036734281966
159,0.4257088962884367,0,0.4667912678743399,0.4636098692274455,0,0,0,1,1,1,0,0.5210251433945562,0.4586360884044807,0.44987848959560206,0.5036330608537694,0.35766186583625276
160,0.6597990639551098,1,0.4667912678743399,0.44337356664396005,0,0,0,0,0,0,1,0.6794279473824043,0.700242204056918,0.44987848959560206,0.5036330608537694,0.8345443536179231
161,0.4257088962884367,0,0.4667912678743399,0.44485264179899153,0,1,1,1,0,1,1,0.4354406098749901,0.6879541326067211,0.5560381449673801,0.5036330608537694,0.7007266121707538
162,0.4257088962884367,0,0.4667912678743399,0.470461246605191,0,1,0,0,0,1,0,0.5210251433945562,0.5004036734281966,0.44987848959560206,0.5036330608537694,0.30072661217075386
163,0.4257088962884367,1,0.4667912678743399,0.41675316811556595,0,0,0,0,0,0,1,0.5210251433945562,0.3892925623170855,0.5560381449673801,0.5036330608537694,0.5012110202845897
164,0.4257088962884367,0,0.6225167848443564,0.4097726814007468,0,1,1,1,1,1,0,0.35892344014744704,0.4094211873503426,0.44987848959560206,0.5036330608537694,0.30072661217075386
166,0.4257088962884367,1,0.4667912678743399,0.7546115101973413,0,0,0,0,0,0,1,0.5210251433945562,0.34643331237336683,0.44987848959560206,0.37590826521344234,0.4503633060853769
167,0.4257088962884367,0,0.4667912678743399,0.652878696134827,0,0,0,0,0,0,0,0.5210251433945562,0.34643331237336683,0.44987848959560206,0.37590826521344234,0.4503633060853769
168,0.4257088962884367,0,0.4667912678743399,0.421329935748646,0,0,0,1,1,0,0,0.5210251433945562,0.34643331237336683,0.44987848959560206,0.37590826521344234,0.4503633060853769
169,0.515719030015244,1,0.4667912678743399,0.6875648760866745,0,0,0,0,0,0,1,0.4354406098749901,0.6115147845393076,0.44987848959560206,0.8345443536179231,0.8759082652134423
171,0.515719030015244,0,0.4667912678743399,0.8262669011408069,0,0,0,0,0,0,1,0.4354406098749901,0.6115147845393076,0.44987848959560206,0.8345443536179231,0.8759082652134423
172,0.515719030015244,0,0.4667912678743399,0.421329935748646,0,1,0,1,0,0,1,0.4354406098749901,0.4586360884044807,0.44987848959560206,0.5036330608537694,0.5007266121707539
173,0.515719030015244,0,0.505614796571881,0.470461246605191,0,1,0,1,0,1,0,0.42267635482894333,0.6253027550711474,0.44987848959560206,0.5036330608537694,0.2148047229791099
174,0.6597990639551098,0,0.4667912678743399,0.46644502284219236,0,0,1,0,1,1,0,0.6794279473824043,0.6253027550711474,0.44987848959560206,0.5036330608537694,0.30072661217075386
176,0.4257088962884367,1,0.4667912678743399,0.48634231664396005,0,0,0,0,0,0,0,0.5210251433945562,0.35766186583625276,0.5560381449673801,0.5036330608537694,0.30072661217075386
177,0.4257088962884367,1,0.4667912678743399,0.5992035790153204,0,0,0,0,0,0,1,0.5210251433945562,0.3892925623170855,0.44987848959560206,0.5036330608537694,0.5012110202845897
178,0.6597990639551098,1,0.4667912678743399,0.49635024309451303,0,0,0,0,0,0,1,0.7289405931015163,0.700242204056918,0.5560381449673801,0.8345443536179231,0.8759082652134423
179,0.6597990639551098,1,0.4667912678743399,0.5221122508949084,0,0,0,0,0,0,1,0.7289405931015163,0.700242204056918,0.5560381449673801,0.8345443536179231,0.8759082652134423
180,0.6597990639551098,1,0.6225167848443564,0.4589538775459421,0,0,0,0,0,0,1,0.7289405931015163,0.5503633060853769,0.44987848959560206,0.5036330608537694,0.5036330608537694
182,0.6597990639551098,1,0.4667912678743399,0.37241772469901635,0,0,0,0,0,0,1,0.6794279473824043,0.4094211873503426,0.5560381449673801,0.5036330608537694,0.5036330608537694
183,0.4257088962884367,0,0.4667912678743399,0.4527979614491876,0,0,1,1,0,1,0,0.5210251433945562,0.37590826521344234,0.5560381449673801,0.5036330608537694,0.34397706630336056
185,0.4257088962884367,1,0.505614796571881,0.4712550135436008,0,0,0,0,0,0,0,0.5210251433945562,0.43795413260672117,0.44987848959560206,0.5036330608537694,0.41727217680896156
187,0.515719030015244,0,0.4667912678743399,0.4527979614491876,0,1,1,1,0,0,1,0.4354406098749901,0.3669088707235846,0.44987848959560206,0.6259082652134423,0.8345443536179231
188,0.515719030015244,1,0.4667912678743399,0.6185166594961519,0,0,0,0,0,0,1,0.4354406098749901,0.3669088707235846,0.44987848959560206,0.6259082652134423,0.8345443536179231
189,0.515719030015244,0,0.4667912678743399,0.5769541287252459,0,1,0,1,1,0,0,0.4354406098749901,0.3669088707235846,0.44987848959560206,0.6259082652134423,0.5036330608537694
190,0.4257088962884367,0,0.4667912678743399,0.5183819546867319,0,1,0,0,1,1,0,0.35892344014744704,0.5503633060853769,0.44987848959560206,0.16787768695125646,0.10072661217075388
191,0.4257088962884367,0,0.4667912678743399,0.49635024309451303,0,1,1,0,1,1,0,0.4354406098749901,0.31295413260672117,0.44987848959560206,0.16787768695125646,0.10072661217075388
192,0.4257088962884367,0,0.4667912678743399,0.46273523272304284,0,1,1,0,0,1,0,0.4354406098749901,0.6253027550711474,0.44987848959560206,0.5036330608537694,0.5503633060853769
193,0.4257088962884367,0,0.6225167848443564,0.46273523272304284,0,0,1,0,0,1,0,0.4354406098749901,0.30072661217075386,0.5560381449673801,0.5036330608537694,0.3216880757752692
194,0.4257088962884367,0,0.4667912678743399,0.3992808437377147,0,1,0,0,1,0,0,0.4354406098749901,0.5772025431425976,0.44987848959560206,0.5036330608537694,0.31295413260672117
195,0.4257088962884367,1,0.4667912678743399,0.4712550135436008,0,0,0,0,0,0,1,0.5210251433945562,0.6879541326067211,0.44987848959560206,0.5036330608537694,0.6433761515505384
196,0.4257088962884367,1,0.4667912678743399,0.6875648760866745,0,0,0,0,0,0,1,0.5210251433945562,0.5002794662195207,0.44987848959560206,0.5005190086933956,0.5004036734281966
197,0.4257088962884367,0,0.4667912678743399,0.8262669011408069,0,0,0,0,0,0,1,0.5210251433945562,0.5002794662195207,0.44987848959560206,0.5005190086933956,0.5004036734281966
198,0.4257088962884367,1,0.4667912678743399,0.5183819546867319,0,0,0,0,0,0,0,0.5210251433945562,0.5002794662195207,0.44987848959560206,0.5005190086933956,0.5004036734281966
200,0.4257088962884367,0,0.4667912678743399,0.5667012672462264,0,0,1,0,0,1,0,0.4354406098749901,0.5003302782594335,0.44987848959560206,0.5005190086933956,0.5004036734281966
201,0.4257088962884367,0,0.6225167848443564,0.7546115101973413,0,0,0,0,0,0,0,0.5210251433945562,0.5002794662195207,0.44987848959560206,0.5005190086933956,0.5004036734281966
